PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,HasCabin,Title,CatAge,CatFare
381,1.0,1,female,0,0,C,False,Miss,3,3
382,1.0,3,female,0,2,C,False,Miss,0,2
383,0.0,3,male,0,0,S,False,Mr,2,1
384,1.0,1,female,1,0,S,False,Mrs,2,3
385,0.0,3,male,0,0,S,False,Mr,1,0
386,0.0,2,male,0,0,S,False,Mr,0,3
387,0.0,3,male,5,2,S,False,Master,0,3
388,1.0,2,female,0,0,S,False,Miss,2,1
389,0.0,3,male,0,0,Q,False,Mr,1,0
390,1.0,2,female,0,0,C,False,Miss,0,1
391,1.0,1,male,1,2,S,True,Mr,2,3
392,1.0,3,male,0,0,S,False,Mr,0,0
393,0.0,3,male,2,0,S,False,Mr,2,1
394,1.0,1,female,1,0,C,True,Miss,1,3
395,1.0,3,female,0,2,S,True,Mrs,1,2
396,0.0,3,male,0,0,S,False,Mr,0,0
397,0.0,3,female,0,0,S,False,Miss,2,0
398,0.0,2,male,0,0,S,False,Mr,3,2
399,0.0,2,male,0,0,S,False,Unique,1,1
400,1.0,2,female,0,0,S,False,Mrs,2,1
401,1.0,3,male,0,0,S,False,Mr,3,1
402,0.0,3,male,0,0,S,False,Mr,1,1
403,0.0,3,female,1,0,S,False,Miss,0,1
404,0.0,3,male,1,0,S,False,Mr,2,2
405,0.0,3,female,0,0,S,False,Miss,0,1
406,0.0,2,male,1,0,S,False,Mr,2,2
407,0.0,3,male,0,0,S,False,Mr,3,0
408,1.0,2,male,1,1,S,False,Master,0,2
409,0.0,3,male,0,0,S,False,Mr,0,0
410,0.0,3,female,3,1,S,False,Miss,0,2
411,0.0,3,male,0,0,S,False,Mr,1,0
412,0.0,3,male,0,0,Q,False,Mr,1,0
413,1.0,1,female,1,0,Q,True,Miss,2,3
414,0.0,2,male,0,0,S,False,Mr,2,0
415,1.0,3,male,0,0,S,False,Mr,3,1
416,0.0,3,female,0,0,S,False,Mrs,0,1
417,1.0,2,female,1,1,S,False,Mrs,2,3
418,1.0,2,female,0,2,S,False,Miss,0,1
419,0.0,2,male,0,0,S,False,Mr,2,1
420,0.0,3,female,0,2,S,False,Miss,0,2
421,0.0,3,male,0,0,C,False,Mr,1,0
422,0.0,3,male,0,0,Q,False,Mr,0,0
423,0.0,3,male,0,0,S,False,Mr,2,0
424,0.0,3,female,1,1,S,False,Mrs,2,1
425,0.0,3,male,1,1,S,False,Mr,0,2
426,0.0,3,male,0,0,S,False,Mr,1,0
427,1.0,2,female,1,0,S,False,Mrs,2,2
428,1.0,2,female,0,0,S,False,Miss,0,2
429,0.0,3,male,0,0,Q,False,Mr,1,0
430,1.0,3,male,0,0,S,True,Mr,2,1
431,1.0,1,male,0,0,S,True,Mr,2,2
432,1.0,3,female,1,0,S,False,Mrs,0,2
433,1.0,2,female,1,0,S,False,Mrs,3,2
434,0.0,3,male,0,0,S,False,Mr,0,0
435,0.0,1,male,1,0,S,True,Mr,3,3
436,1.0,1,female,1,2,S,True,Miss,0,3
437,0.0,3,female,2,2,S,False,Miss,0,3
438,1.0,2,female,2,3,S,False,Mrs,1,2
439,0.0,1,male,1,4,S,True,Mr,3,3
440,0.0,2,male,0,0,S,False,Mr,2,1
441,1.0,2,female,1,1,S,False,Mrs,3,2
442,0.0,3,male,0,0,S,False,Mr,0,1
443,0.0,3,male,1,0,S,False,Mr,1,0
444,1.0,2,female,0,0,S,False,Miss,2,1
445,1.0,3,male,0,0,S,False,Mr,1,1
446,1.0,1,male,0,2,S,True,Master,0,3
447,1.0,2,female,0,1,S,False,Miss,0,2
448,1.0,1,male,0,0,S,False,Mr,2,2
449,1.0,3,female,2,1,C,False,Miss,0,2
450,1.0,1,male,0,0,S,True,Unique,3,2
451,0.0,2,male,1,2,S,False,Mr,2,2
452,0.0,3,male,1,0,S,False,Mr,1,2
453,0.0,1,male,0,0,C,True,Mr,2,2
454,1.0,1,male,1,0,C,True,Mr,3,3
455,0.0,3,male,0,0,S,False,Mr,1,1
456,1.0,3,male,0,0,C,False,Mr,2,0
457,0.0,1,male,0,0,S,True,Mr,3,2
458,1.0,1,female,1,0,S,True,Mrs,2,3
459,1.0,2,female,0,0,S,False,Miss,3,1
460,0.0,3,male,0,0,Q,False,Mr,1,0
461,1.0,1,male,0,0,S,True,Mr,3,2
462,0.0,3,male,0,0,S,False,Mr,2,1
463,0.0,1,male,0,0,S,True,Mr,3,3
464,0.0,2,male,0,0,S,False,Mr,3,1
465,0.0,3,male,0,0,S,False,Mr,1,1
466,0.0,3,male,0,0,S,False,Mr,3,0
467,0.0,2,male,0,0,S,False,Mr,2,0
468,0.0,1,male,0,0,S,False,Mr,3,2
469,0.0,3,male,0,0,Q,False,Mr,1,0
470,1.0,3,female,2,1,C,False,Miss,0,2
471,0.0,3,male,0,0,S,False,Mr,1,0
472,0.0,3,male,0,0,S,False,Mr,3,1
473,1.0,2,female,1,2,S,False,Mrs,2,2
474,1.0,2,female,0,0,C,True,Mrs,1,1
475,0.0,3,female,0,0,S,False,Miss,0,1
476,0.0,1,male,0,0,S,True,Mr,3,3
477,0.0,2,male,1,0,S,False,Mr,2,2
478,0.0,3,male,1,0,S,False,Mr,2,0
479,0.0,3,male,0,0,S,False,Mr,0,0
480,1.0,3,female,0,1,S,False,Miss,0,1
481,0.0,3,male,5,2,S,False,Master,0,3
482,0.0,2,male,0,0,S,False,Mr,2,0
483,0.0,3,male,0,0,S,False,Mr,3,1
484,1.0,3,female,0,0,S,False,Mrs,3,1
485,1.0,1,male,1,0,C,True,Mr,1,3
486,0.0,3,female,3,1,S,False,Miss,0,2
487,1.0,1,female,1,0,S,True,Mrs,2,3
488,0.0,1,male,0,0,C,True,Mr,3,2
489,0.0,3,male,0,0,S,False,Mr,2,1
490,1.0,3,male,1,1,S,False,Master,0,2
491,0.0,3,male,1,0,S,False,Mr,1,2
492,0.0,3,male,0,0,S,False,Mr,0,0
493,0.0,1,male,0,0,S,True,Mr,3,2
494,0.0,1,male,0,0,C,False,Mr,3,3
495,0.0,3,male,0,0,S,False,Mr,0,1
496,0.0,3,male,0,0,C,False,Mr,1,2
497,1.0,1,female,1,0,C,True,Miss,3,3
498,0.0,3,male,0,0,S,False,Mr,1,2
499,0.0,1,female,1,2,S,True,Mrs,1,3
500,0.0,3,male,0,0,S,False,Mr,1,0
501,0.0,3,male,0,0,S,False,Mr,0,1
502,0.0,3,female,0,0,Q,False,Miss,0,0
503,0.0,3,female,0,0,Q,False,Miss,0,0
504,0.0,3,female,0,0,S,False,Miss,3,1
505,1.0,1,female,0,0,S,True,Miss,0,3
506,0.0,1,male,1,0,C,True,Mr,0,3
507,1.0,2,female,0,2,S,False,Mrs,2,2
508,1.0,1,male,0,0,S,False,Mr,3,2
509,0.0,3,male,0,0,S,False,Mr,2,2
510,1.0,3,male,0,0,S,False,Mr,1,3
511,1.0,3,male,0,0,Q,False,Mr,2,0
512,0.0,3,male,0,0,S,False,Mr,1,1
513,1.0,1,male,0,0,S,True,Mr,2,2
514,1.0,1,female,1,0,C,False,Mrs,3,3
515,0.0,3,male,0,0,S,False,Mr,1,0
516,0.0,1,male,0,0,S,True,Mr,3,3
517,1.0,2,female,0,0,S,True,Mrs,2,1
518,0.0,3,male,0,0,Q,False,Mr,1,2
519,1.0,2,female,1,0,S,False,Mrs,2,2
520,0.0,3,male,0,0,S,False,Mr,2,0
521,1.0,1,female,0,0,S,True,Miss,2,3
522,0.0,3,male,0,0,S,False,Mr,0,0
523,0.0,3,male,0,0,C,False,Mr,1,0
524,1.0,1,female,0,1,C,True,Mrs,3,3
525,0.0,3,male,0,0,C,False,Mr,1,0
526,0.0,3,male,0,0,Q,False,Mr,3,0
527,1.0,2,female,0,0,S,False,Miss,3,1
528,0.0,1,male,0,0,S,True,Mr,3,3
529,0.0,3,male,0,0,S,False,Mr,3,1
530,0.0,2,male,2,1,S,False,Mr,1,1
